status,src_field,src_type,bcv_field,bcv_type,size,usage:ETL,usage:SOS,usage:Insights,usage:Arena,usage:LQS,usage:CP,usage:AF,usage:Others,recommended_action
DIFF,inventory__site_section_chain__geo_visibility,array(varchar),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__site_section_chain__geo_visibility__targetable,array(varchar),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__site_section_chain__geo_visibility__report_aggregate,array(varchar),,,,,,,,,,,,No Backfill - Low Usage
DIFF,inventory__site_section_chain__geo_visibility__report_event,array(varchar),,,,,,,,,,,,No Backfill - Low Usage
MATCHED,inventory__site_section_chain__geo_country_visibility,array(varchar),inventory__site_section_chain__geo_country_visibility,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__geo_country_visibility__targetable,array(varchar),inventory__site_section_chain__geo_country_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__geo_country_visibility__report_aggregate,array(varchar),inventory__site_section_chain__geo_country_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__geo_country_visibility__report_event,array(varchar),inventory__site_section_chain__geo_country_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__geo_state_visibility,array(varchar),inventory__site_section_chain__geo_state_visibility,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__geo_state_visibility__targetable,array(varchar),inventory__site_section_chain__geo_state_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__geo_state_visibility__report_aggregate,array(varchar),inventory__site_section_chain__geo_state_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__geo_state_visibility__report_event,array(varchar),inventory__site_section_chain__geo_state_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__geo_city_visibility,array(varchar),inventory__site_section_chain__geo_city_visibility,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__geo_city_visibility__targetable,array(varchar),inventory__site_section_chain__geo_city_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__geo_city_visibility__report_aggregate,array(varchar),inventory__site_section_chain__geo_city_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__geo_city_visibility__report_event,array(varchar),inventory__site_section_chain__geo_city_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__geo_zip_code_visibility,array(varchar),inventory__site_section_chain__geo_zip_code_visibility,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__geo_zip_code_visibility__targetable,array(varchar),inventory__site_section_chain__geo_zip_code_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__geo_zip_code_visibility__report_aggregate,array(varchar),inventory__site_section_chain__geo_zip_code_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__geo_zip_code_visibility__report_event,array(varchar),inventory__site_section_chain__geo_zip_code_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__geo_dma_visibility,array(varchar),inventory__site_section_chain__geo_dma_visibility,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__geo_dma_visibility__targetable,array(varchar),inventory__site_section_chain__geo_dma_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__geo_dma_visibility__report_aggregate,array(varchar),inventory__site_section_chain__geo_dma_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__geo_dma_visibility__report_event,array(varchar),inventory__site_section_chain__geo_dma_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__user_agent_visibility,array(varchar),inventory__site_section_chain__user_agent_visibility,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__user_agent_visibility__targetable,array(varchar),inventory__site_section_chain__user_agent_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__user_agent_visibility__report_aggregate,array(varchar),inventory__site_section_chain__user_agent_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__user_agent_visibility__report_event,array(varchar),inventory__site_section_chain__user_agent_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__standard_endpoint_visibility,array(varchar),inventory__site_section_chain__standard_endpoint_visibility,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__standard_endpoint_visibility__targetable,array(varchar),inventory__site_section_chain__standard_endpoint_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__standard_endpoint_visibility__report_aggregate,array(varchar),inventory__site_section_chain__standard_endpoint_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__standard_endpoint_visibility__report_event,array(varchar),inventory__site_section_chain__standard_endpoint_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__standard_endpoint_owner_visibility,array(varchar),inventory__site_section_chain__standard_endpoint_owner_visibility,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__standard_endpoint_owner_visibility__targetable,array(varchar),inventory__site_section_chain__standard_endpoint_owner_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__standard_endpoint_owner_visibility__report_aggregate,array(varchar),inventory__site_section_chain__standard_endpoint_owner_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__standard_endpoint_owner_visibility__report_event,array(varchar),inventory__site_section_chain__standard_endpoint_owner_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__visitor_custom_id_visibility,array(varchar),inventory__site_section_chain__visitor_custom_id_visibility,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__visitor_custom_id_visibility__targetable,array(varchar),inventory__site_section_chain__visitor_custom_id_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__visitor_custom_id_visibility__report_aggregate,array(varchar),inventory__site_section_chain__visitor_custom_id_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__visitor_custom_id_visibility__report_event,array(varchar),inventory__site_section_chain__visitor_custom_id_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__device_id_visibility,array(varchar),inventory__site_section_chain__device_id_visibility,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__device_id_visibility__targetable,array(varchar),inventory__site_section_chain__device_id_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__device_id_visibility__report_aggregate,array(varchar),inventory__site_section_chain__device_id_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__device_id_visibility__report_event,array(varchar),inventory__site_section_chain__device_id_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__ip_visibility,array(varchar),inventory__site_section_chain__ip_visibility,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__ip_visibility__targetable,array(varchar),inventory__site_section_chain__ip_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__ip_visibility__report_aggregate,array(varchar),inventory__site_section_chain__ip_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__ip_visibility__report_event,array(varchar),inventory__site_section_chain__ip_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__third_party_user_id_visibility,array(varchar),inventory__site_section_chain__third_party_user_id_visibility,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__third_party_user_id_visibility__targetable,array(varchar),inventory__site_section_chain__third_party_user_id_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__third_party_user_id_visibility__report_aggregate,array(varchar),inventory__site_section_chain__third_party_user_id_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__third_party_user_id_visibility__report_event,array(varchar),inventory__site_section_chain__third_party_user_id_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__key_value_visibility,array(varchar),inventory__site_section_chain__key_value_visibility,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__key_value_visibility__targetable,array(varchar),inventory__site_section_chain__key_value_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__key_value_visibility__report_aggregate,array(varchar),inventory__site_section_chain__key_value_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__key_value_visibility__report_event,array(varchar),inventory__site_section_chain__key_value_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__standard_brand_visibility,array(varchar),inventory__site_section_chain__standard_brand_visibility,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__standard_brand_visibility__targetable,array(varchar),inventory__site_section_chain__standard_brand_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__standard_brand_visibility__report_aggregate,array(varchar),inventory__site_section_chain__standard_brand_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__standard_brand_visibility__report_event,array(varchar),inventory__site_section_chain__standard_brand_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__standard_genre_visibility,array(varchar),inventory__site_section_chain__standard_genre_visibility,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__standard_genre_visibility__targetable,array(varchar),inventory__site_section_chain__standard_genre_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__standard_genre_visibility__report_aggregate,array(varchar),inventory__site_section_chain__standard_genre_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__standard_genre_visibility__report_event,array(varchar),inventory__site_section_chain__standard_genre_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__content_rating_visibility,array(varchar),inventory__site_section_chain__content_rating_visibility,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__content_rating_visibility__targetable,array(varchar),inventory__site_section_chain__content_rating_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__content_rating_visibility__report_aggregate,array(varchar),inventory__site_section_chain__content_rating_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__content_rating_visibility__report_event,array(varchar),inventory__site_section_chain__content_rating_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__standard_programmer_visibility,array(varchar),inventory__site_section_chain__standard_programmer_visibility,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__standard_programmer_visibility__targetable,array(varchar),inventory__site_section_chain__standard_programmer_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__standard_programmer_visibility__report_aggregate,array(varchar),inventory__site_section_chain__standard_programmer_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__standard_programmer_visibility__report_event,array(varchar),inventory__site_section_chain__standard_programmer_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__content_form_visibility,array(varchar),inventory__site_section_chain__content_form_visibility,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__content_form_visibility__targetable,array(varchar),inventory__site_section_chain__content_form_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__content_form_visibility__report_aggregate,array(varchar),inventory__site_section_chain__content_form_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__content_form_visibility__report_event,array(varchar),inventory__site_section_chain__content_form_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__standard_language_visibility,array(varchar),inventory__site_section_chain__standard_language_visibility,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__standard_language_visibility__targetable,array(varchar),inventory__site_section_chain__standard_language_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__standard_language_visibility__report_aggregate,array(varchar),inventory__site_section_chain__standard_language_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__standard_language_visibility__report_event,array(varchar),inventory__site_section_chain__standard_language_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__standard_channel_visibility,array(varchar),inventory__site_section_chain__standard_channel_visibility,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__standard_channel_visibility__targetable,array(varchar),inventory__site_section_chain__standard_channel_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__standard_channel_visibility__report_aggregate,array(varchar),inventory__site_section_chain__standard_channel_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__standard_channel_visibility__report_event,array(varchar),inventory__site_section_chain__standard_channel_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__standard_content_daypart_visibility,array(varchar),inventory__site_section_chain__standard_content_daypart_visibility,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__standard_content_daypart_visibility__targetable,array(varchar),inventory__site_section_chain__standard_content_daypart_visibility__targetable,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__standard_content_daypart_visibility__report_aggregate,array(varchar),inventory__site_section_chain__standard_content_daypart_visibility__report_aggregate,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__standard_content_daypart_visibility__report_event,array(varchar),inventory__site_section_chain__standard_content_daypart_visibility__report_event,array(varchar),,,,,,,,,,
MATCHED,inventory__site_section_chain__standard_content_series_visibility,array(varchar),inventory__site_section_chain__standard_content_series_visibility,array(varchar),,,,,,,,,,
